iter	Logloss
144	0.4952099691
145	0.4950060843
146	0.4947261686
147	0.4943241583
148	0.4941473919
149	0.4940010549
150	0.493781966
151	0.493605204
152	0.4934274295
153	0.4932720286
154	0.4931160708
155	0.4929581661
156	0.4928264842
157	0.4926577927
158	0.4925404941
159	0.4923164865
160	0.4921444904
161	0.491919952
162	0.4918244564
163	0.4916864134
164	0.4915457645
165	0.4911679999
166	0.4909619174
167	0.4908402156
168	0.4907061792
169	0.4905216581
170	0.4903553307
171	0.4900258242
172	0.4898683685
173	0.4895236268
174	0.4893812471
175	0.4891686914
176	0.4889445071
177	0.4886589519
178	0.4884580595
179	0.4881673294
180	0.4880273723
181	0.4879067619
182	0.4877788656
183	0.4876801707
184	0.4873651946
185	0.4872666323
186	0.487150314
187	0.4868737414
188	0.4867526929
189	0.4864868051
190	0.4863914609
191	0.4862619018
192	0.4861371991
193	0.4860086649
194	0.4859914101
195	0.4857520649
196	0.4855605908
197	0.4853930398
198	0.4852540106
199	0.4849931082
200	0.4848689828
201	0.4847452815
202	0.4847287305
203	0.4846220496
204	0.4845166074
205	0.4844147733
206	0.4842079398
207	0.484084997
208	0.4839237315
209	0.4837190555
210	0.4836180917
211	0.4834614055
212	0.4833565601
213	0.4832811697
214	0.4831824217
215	0.4830274522
216	0.4828460471
217	0.482746319
218	0.4826431959
219	0.4824954491
220	0.4823934262
221	0.4822885733
222	0.4821358157
223	0.4820055551
224	0.4818484949
225	0.4816841181
226	0.4815379692
227	0.4814535332
228	0.4813516118
229	0.4812742656
230	0.481190798
231	0.4811081291
232	0.4808842821
233	0.4807478251
234	0.480572355
235	0.4804917953
236	0.4803951384
237	0.4803183915
238	0.4802123666
239	0.4801117096
240	0.479986288
241	0.4799150026
242	0.4798513151
243	0.4797627431
244	0.4796231363
245	0.4795006824
246	0.4794312735
247	0.4793558366
248	0.479195463
249	0.4791177559
250	0.4790331736
251	0.4789261051
252	0.4788438611
253	0.4787634545
254	0.4785902586
255	0.4784459874
256	0.4783738579
257	0.478251992
258	0.4781860913
259	0.478123051
260	0.4779929434
261	0.4779652283
262	0.4779021674
263	0.4777704126
264	0.4776965139
265	0.4776328228
266	0.4775651881
267	0.4775097011
268	0.4774571766
269	0.4773838862
270	0.4773181366
271	0.4772569692
272	0.4771687797
273	0.4769895771
274	0.4769369164
275	0.4768750831
276	0.4768290718
277	0.4767136549
278	0.4766457537
279	0.476565896
280	0.4765012629
281	0.4764493324
282	0.4763428309
283	0.4762425909
284	0.4761446491
285	0.476102506
286	0.476099336
287	0.4760284536
288	0.4759634434
289	0.4758774561
290	0.4758107517
291	0.4757537532
292	0.4756578806
293	0.4755567424
294	0.4755030333
295	0.4754567809
296	0.4753623105
297	0.475290902
298	0.4752483884
299	0.4751321684
300	0.4750583212
301	0.4750555023
302	0.4749741589
303	0.4749105073
304	0.4748550741
305	0.4747636035
306	0.4747160375
307	0.474686834
308	0.4746119108
309	0.4745181148
310	0.4744699148
311	0.4743658098
312	0.4743125879
313	0.4742601079
314	0.4742001134
315	0.4740916599
316	0.4740316255
317	0.4739703703
318	0.4738838981
319	0.4737935125
320	0.4736874317
321	0.4736299608
322	0.4735624316
323	0.4734962349
324	0.473405943
325	0.4733481458
326	0.4733204048
327	0.4732494427
328	0.473169258
329	0.4731547486
330	0.4731475164
331	0.4730759364
332	0.4730652814
333	0.4729820534
334	0.4729340648
335	0.472886849
336	0.4727948309
337	0.4727125187
338	0.472658355
339	0.4725780978
340	0.4725175891
341	0.472438564
342	0.4723828867
343	0.4722946702
344	0.4722067117
345	0.4721649333
346	0.472110768
347	0.4720212724
348	0.4719687364
349	0.4719553235
350	0.4719311556
351	0.4718371552
352	0.4717850157
353	0.4717620476
354	0.4717583925
355	0.4717147938
356	0.4715863478
357	0.4715083761
358	0.4714228167
359	0.4713277209
360	0.4712282658
361	0.4711850914
362	0.4711307359
363	0.4710820042
364	0.4709682981
365	0.4709250676
366	0.4708276271
367	0.4707696521
368	0.4707413864
369	0.4706966862
370	0.4706669826
371	0.4706201969
372	0.4705687526
373	0.4704885793
374	0.4704295708
375	0.4703370482
376	0.4703042124
377	0.4702462887
378	0.4701859842
379	0.4701602464
380	0.4701216133
381	0.4700464498
382	0.4699829799
383	0.4699159456
384	0.469896512
385	0.4698495833
386	0.4698006387
387	0.4697707315
388	0.4696851728
389	0.4696097411
390	0.4695713077
391	0.4695082121
392	0.4694323181
393	0.4693707897
394	0.4693354144
395	0.4692840941
396	0.4691964571
397	0.4691648193
398	0.4691151961
399	0.4690749635
400	0.4690158994
401	0.4689826405
402	0.4689737435
403	0.4689705617
404	0.4688814512
405	0.4688495769
406	0.468806882
407	0.4687439108
408	0.4687140939
409	0.4686918486
410	0.4686594708
411	0.4686073843
412	0.4685842169
413	0.4685439886
414	0.4684730066
415	0.4684499259
416	0.4684081377
417	0.4683613472
418	0.4682824264
419	0.4682447957
420	0.468207457
421	0.4681997968
422	0.4681396279
423	0.4679876541
424	0.4679168624
425	0.4678893027
426	0.4678165618
427	0.4677814581
428	0.4677442359
429	0.4676989089
430	0.4676644346
431	0.4676163943
432	0.4675651879
433	0.4675144002
434	0.4674199372
435	0.4673463613
436	0.4673124694
437	0.4672626975
438	0.4672342968
439	0.4672222239
440	0.4672060894
441	0.4671615312
442	0.4671280719
443	0.4670648888
444	0.4670167255
445	0.4669536079
446	0.4668958926
447	0.4668723943
448	0.4668469301
449	0.4668223256
450	0.4667710818
451	0.4667295836
452	0.4666787254
453	0.4666561159
454	0.4665853301
455	0.4665500021
456	0.4665469799
457	0.4665247751
458	0.4664927915
459	0.4664213938
460	0.4663907574
461	0.4663006089
462	0.4662979359
463	0.4662584278
464	0.4661900378
465	0.4661396736
466	0.4661195563
467	0.4660527984
468	0.4660231196
469	0.4660188026
470	0.4659830332
471	0.4659816263
472	0.4659462888
473	0.4658871351
474	0.4658252872
475	0.465802583
476	0.4658011272
477	0.4657748625
478	0.4657421088
479	0.4657125082
480	0.4656389689
481	0.4656088856
482	0.4655512393
483	0.4655281949
484	0.4654877965
485	0.4654858246
486	0.4654520325
487	0.4654079796
488	0.4653675803
489	0.4653061213
490	0.4652404761
491	0.4652187854
492	0.4651872902
493	0.4651822979
494	0.4651564564
495	0.4651526162
496	0.465106222
497	0.4650445479
498	0.4650072283
499	0.4649538158
500	0.4649103258
501	0.4648658906
502	0.4648605931
503	0.4648555715
504	0.4648323415
505	0.4647934328
506	0.464737458
507	0.4647005413
508	0.4646797703
509	0.4646299536
510	0.4645979779
511	0.4645913074
512	0.4645677595
513	0.4645384079
514	0.4644771993
515	0.4644766215
516	0.4644557039
517	0.4644223053
518	0.4643918522
519	0.4643507984
520	0.4643460807
521	0.464334281
522	0.4643051175
523	0.4642395329
524	0.4641923275
525	0.4641608416
526	0.4641476491
527	0.4641121645
528	0.4640942276
529	0.4640752861
530	0.4640680841
531	0.464011372
532	0.4639944413
533	0.463954936
534	0.4639204187
535	0.4639179525
536	0.4638561874
537	0.4638004406
538	0.4637348739
539	0.4637250068
540	0.4637128754
541	0.4636699469
542	0.4636463175
543	0.463639289
544	0.4636001328
545	0.4635550128
546	0.4635151218
547	0.4634934883
548	0.463449887
549	0.4634490965
550	0.4634248278
551	0.4633844587
552	0.4633631952
553	0.4633137723
554	0.4632734902
555	0.4632382629
556	0.46322133
557	0.4631735617
558	0.4631276694
559	0.4630929054
560	0.4630646782
561	0.4630116476
562	0.4629616285
563	0.4629338334
564	0.4629223915
565	0.4629184508
566	0.4628831249
567	0.4628483311
568	0.462808088
569	0.4627422887
570	0.4627153092
571	0.4627142398
572	0.4626816085
573	0.462644032
574	0.4625949604
575	0.4625508692
576	0.4625289466
577	0.4625012585
578	0.4624763818
579	0.4624455717
580	0.4624069577
581	0.4623813359
582	0.4623623338
583	0.4623292736
584	0.4622823453
585	0.4622516315
586	0.4622489694
587	0.4621879458
588	0.4621753405
589	0.4621728058
590	0.4621612572
591	0.4621236159
592	0.4621197573
593	0.4620936265
594	0.4620449847
595	0.4619995599
596	0.4619888293
597	0.4619532797
598	0.4619336268
599	0.4618918049
600	0.4618547232
601	0.4618073267
602	0.4617905465
603	0.461712936
604	0.4616784131
605	0.461661655
606	0.4616180219
607	0.4615935361
608	0.461561002
609	0.4615176509
610	0.4614962541
611	0.4614877601
612	0.4614202258
613	0.4613987594
614	0.4613941737
615	0.4613569907
616	0.4613434763
617	0.4612919826
618	0.4612520305
619	0.4612455646
620	0.4611999922
621	0.4611813016
622	0.461148366
623	0.4611316468
624	0.4610629692
625	0.4610051396
626	0.4609695157
627	0.4609330638
628	0.4608896793
629	0.4608681129
630	0.4608512877
631	0.4608401553
632	0.4608010696
633	0.4607727107
634	0.4607524821
635	0.4607406373
636	0.4606925326
637	0.4606703109
638	0.460627744
639	0.4606140709
640	0.460585623
641	0.4604960362
642	0.4604677193
643	0.46038659
644	0.4603559842
645	0.4603194593
646	0.4602769742
647	0.4602386912
648	0.4602319449
649	0.4602276194
650	0.460212314
651	0.4601804541
652	0.4601772918
653	0.4601747932
654	0.4601553422
655	0.4601205017
656	0.4600961778
657	0.4600956476
658	0.4600664482
659	0.4600606153
660	0.4600397296
661	0.4600363918
662	0.4600216668
663	0.4600091623
664	0.4599790166
665	0.4599531413
666	0.4599527008
667	0.4599010109
668	0.4598618373
669	0.459844593
670	0.4598200262
671	0.4598049546
672	0.459795248
673	0.4597599817
674	0.459691233
675	0.4596907144
676	0.4596872106
677	0.4596645267
678	0.4596438521
679	0.4596163989
680	0.4595940501
681	0.4595907402
682	0.4595779087
683	0.4595592671
684	0.4595360757
685	0.459536075
686	0.4595348807
687	0.4594745229
688	0.459449151
689	0.4594474981
690	0.4594444517
691	0.459408609
692	0.4593824928
693	0.4593431051
694	0.4592835212
695	0.4592713641
696	0.4592472959
697	0.4592377546
698	0.4592070348
699	0.4591310773
700	0.4590624818
701	0.4590599276
702	0.459009225
703	0.4589903181
704	0.4589566291
705	0.4589117702
706	0.4589031401
707	0.458862025
708	0.4588521975
709	0.4588194463
710	0.4588137118
711	0.4588113081
712	0.4588076914
713	0.458807691
714	0.4587901362
715	0.4587805407
716	0.4587705969
717	0.4587351787
718	0.4587307114
719	0.458722308
720	0.458676698
721	0.4586653955
722	0.4586576946
723	0.4586255111
724	0.458620829
725	0.4585812031
726	0.458557053
727	0.4585182014
728	0.4585148714
729	0.4584613797
730	0.4584525837
731	0.4584173992
732	0.4583890754
733	0.4583748034
734	0.4583723513
735	0.4583535517
736	0.4583508898
737	0.4583304739
738	0.4583139831
739	0.4583004488
740	0.4582993644
741	0.4582707781
742	0.4582600841
743	0.4582103558
744	0.4581828218
745	0.4581593614
746	0.4581395747
747	0.4581369777
748	0.4581116955
749	0.4581028422
750	0.4580688242
751	0.4580335687
752	0.4580014176
753	0.4579752718
754	0.4579623325
755	0.4579301341
756	0.4579199861
757	0.457900894
758	0.4578814524
759	0.4578489145
760	0.4578483475
761	0.4578208886
762	0.4578018356
763	0.4577958006
764	0.4577930685
765	0.4577919847
766	0.457770844
767	0.45771686
768	0.4577083873
769	0.4577009682
770	0.4576719863
771	0.4576690592
772	0.457666331
773	0.4576453255
774	0.4576035901
775	0.4575810181
776	0.4575764779
777	0.457576213
778	0.4575567075
779	0.4575105208
780	0.4574963821
781	0.4574946361
782	0.4574935616
783	0.4574470584
784	0.4574319523
785	0.4573740847
786	0.4573383352
787	0.4573188195
788	0.4573026008
789	0.4572722233
790	0.4572188813
791	0.4572017654
792	0.4571999669
793	0.4571771569
794	0.4571734858
795	0.4571415468
796	0.457110724
797	0.4571030515
798	0.4570827937
799	0.457080445
800	0.4570611909
801	0.4570611903
802	0.4570477392
803	0.457044451
804	0.4569742733
805	0.4569738261
806	0.4569729742
807	0.4569518572
808	0.4569124696
809	0.4568715534
810	0.4568711053
811	0.4568418369
812	0.4568309566
813	0.456803863
814	0.4567830625
815	0.456744388
816	0.4567435359
817	0.456717366
818	0.456703006
819	0.4566991723
820	0.4566877844
821	0.456678553
822	0.4566416579
823	0.4566404843
824	0.4566398533
825	0.456616068
826	0.4566006572
827	0.4565776233
828	0.4565774524
829	0.4565479832
830	0.4565358295
831	0.4565091852
832	0.4565051055
833	0.4564967481
834	0.4564951513
835	0.4564732429
836	0.4564728167
837	0.4564649906
838	0.4564320865
839	0.4564034484
840	0.4563874919
841	0.4563854135
842	0.4563564177
843	0.4563529603
844	0.4563369035
845	0.4563341702
846	0.4563035298
847	0.4563012144
848	0.4562995551
849	0.456273702
850	0.4562523732
851	0.456202349
852	0.4561883435
853	0.4561867365
854	0.4561837933
855	0.4561704556
856	0.4561501061
857	0.4561454367
858	0.4561386434
859	0.4561233823
860	0.456103585
861	0.4560928951
862	0.4560807702
863	0.4560804099
864	0.4560573857
865	0.4560440987
866	0.4560135769
867	0.4559738251
868	0.4559365863
869	0.4559123847
870	0.4559016391
871	0.4558663756
872	0.4558656186
873	0.4558217223
874	0.4558064842
875	0.4557817872
876	0.4557642602
877	0.455738948
878	0.4557175501
879	0.4557140441
880	0.4557046553
881	0.4556796989
882	0.4556606635
883	0.455642568
884	0.4556179182
885	0.4556175313
886	0.4556164103
887	0.4555882046
888	0.4555658866
889	0.4555338823
890	0.4555169897
891	0.4555038184
892	0.455487597
893	0.4554524026
894	0.455447525
895	0.455410465
896	0.4553949564
897	0.4553662545
898	0.4553270686
899	0.4552926775
900	0.4552504392
901	0.4552329943
902	0.4551830261
903	0.4551815671
904	0.4551572455
905	0.4551485949
906	0.4551347468
907	0.4551130147
908	0.4550902237
909	0.4550662774
910	0.4550453623
911	0.4550270489
912	0.4550191332
913	0.4549861296
914	0.4549825796
915	0.4549804096
916	0.4549799322
917	0.4549538496
918	0.4549315477
919	0.4549103219
920	0.4549095531
921	0.4548950567
922	0.4548655061
923	0.454835324
924	0.4548323006
925	0.4548309972
926	0.4548182577
927	0.4547983686
928	0.4547794949
929	0.4547662887
930	0.454716256
931	0.4546971454
932	0.4546781097
933	0.454654885
934	0.4546546006
935	0.4546208137
936	0.4545815316
937	0.4545233677
938	0.4545226697
939	0.4544802399
940	0.4544687216
941	0.4544432937
942	0.454404373
943	0.4543912176
944	0.4543688179
945	0.4543448157
946	0.4543221468
947	0.45428595
948	0.4542796934
949	0.4542550325
950	0.4542544675
951	0.4542103376
952	0.4541838429
953	0.454171254
954	0.4541403079
955	0.454112893
956	0.4541104752
957	0.4541091811
958	0.4540937095
959	0.4540442792
960	0.4540373311
961	0.4540285023
962	0.4540003563
963	0.4540003562
964	0.4539830579
965	0.4539549055
966	0.4539320789
967	0.453917377
968	0.4538967949
969	0.4538362777
970	0.4538051534
971	0.4537799899
972	0.4537436533
973	0.4537142187
974	0.4537101469
975	0.4537084334
976	0.4536938075
977	0.4536845224
978	0.4536590617
979	0.453640348
980	0.4536400098
981	0.4536116518
982	0.4536039758
983	0.4535730687
984	0.453571754
985	0.4535517195
986	0.4535459806
987	0.4535314488
988	0.4535195407
989	0.4534985435
990	0.4534982465
991	0.4534679879
992	0.4534679847
993	0.4534651544
994	0.4534189827
995	0.4534035874
996	0.4533799704
997	0.4533560611
998	0.4533255666
999	0.4533211077
