iter	Passed	Remaining
169	1282208	6260195
170	1290052	6254113
171	1298046	6248737
172	1305300	6239788
173	1314330	6239293
174	1321353	6229238
175	1329000	6222136
176	1336927	6216334
177	1345040	6211367
178	1352994	6205635
179	1361399	6201931
180	1369659	6197521
181	1376997	6188923
182	1384366	6180479
183	1391594	6171418
184	1399861	6166958
185	1407455	6159508
186	1415116	6152351
187	1423627	6148859
188	1431484	6142506
189	1439955	6138757
190	1447294	6130162
191	1454565	6121298
192	1462316	6114451
193	1469970	6107195
194	1472185	6077483
195	1480128	6071546
196	1488675	6068054
197	1496763	6062647
198	1504828	6057124
199	1513313	6053254
200	1520942	6045936
201	1528651	6038928
202	1530970	6010757
203	1538727	6004055
204	1546137	5995997
205	1553341	5987149
206	1561536	5982119
207	1568810	5973547
208	1576257	5965644
209	1584286	5959936
210	1591240	5950182
211	1598825	5942803
212	1606073	5934178
213	1613418	5925921
214	1621247	5919439
215	1629632	5914962
216	1637335	5907990
217	1644542	5899229
218	1651829	5890770
219	1659316	5883029
220	1667630	5878209
221	1675368	5871336
222	1683698	5866518
223	1691387	5859448
224	1698928	5851864
225	1706509	5844416
226	1715096	5840395
227	1721718	5829677
228	1728567	5819762
229	1735313	5809528
230	1742736	5801576
231	1750428	5794522
232	1759316	5791396
233	1768096	5787869
234	1776090	5781740
235	1783728	5774444
236	1790542	5764490
237	1797869	5756203
238	1805279	5748190
239	1813194	5741781
240	1820959	5734887
241	1828567	5727497
242	1836483	5721060
243	1844341	5714434
244	1852611	5709069
245	1860533	5702610
246	1868573	5696500
247	1876221	5689188
248	1884752	5684533
249	1892575	5677726
250	1899980	5669662
251	1907450	5661796
252	1914464	5652589
253	1921598	5643751
254	1930123	5638988
255	1937790	5631704
256	1945137	5623492
257	1953140	5617171
258	1961101	5610719
259	1968734	5603320
260	1976263	5595626
261	1982622	5584639
262	1990147	5576952
263	1997226	5568025
264	2004702	5560211
265	2011758	5551242
266	2019167	5543258
267	2026465	5534973
268	2035032	5530142
269	2042593	5522566
270	2049637	5513599
271	2056998	5505494
272	2064870	5498757
273	2072420	5491159
274	2079918	5483420
275	2088063	5477384
276	2094800	5467656
277	2103678	5463509
278	2111472	5456528
279	2117896	5446020
280	2125458	5438450
281	2132573	5429744
282	2140100	5422091
283	2147908	5415149
284	2155550	5407784
285	2163543	5401294
286	2165247	5379168
287	2172872	5371822
288	2180100	5363499
289	2188852	5358914
290	2197217	5353357
291	2204842	5345987
292	2212377	5338398
293	2219882	5330739
294	2227351	5322991
295	2234553	5314614
296	2243604	5310619
297	2251442	5303733
298	2259313	5296918
299	2267732	5291376
300	2275339	5283928
301	2276988	5262708
302	2284796	5255785
303	2292394	5248376
304	2300365	5241815
305	2308767	5236224
306	2316603	5229336
307	2324193	5221890
308	2331870	5214635
309	2340647	5209829
310	2348568	5203098
311	2356793	5197032
312	2364601	5190036
313	2372417	5183051
314	2379619	5174728
315	2387813	5168559
316	2395792	5161913
317	2403097	5153812
318	2410145	5145170
319	2417877	5137989
320	2425301	5130155
321	2433191	5123303
322	2441054	5116390
323	2448699	5109016
324	2456281	5101506
325	2463640	5093538
326	2471173	5085931
327	2478562	5078029
328	2487397	5073080
329	2491407	5058311
330	2494527	5041809
331	2501777	5033697
332	2506657	5020843
333	2514514	5013971
334	2522258	5006872
335	2530518	5000786
336	2538332	4993811
337	2547253	4989000
338	2554682	4981253
339	2562065	4973422
340	2569711	4966099
341	2577558	4959161
342	2585332	4952079
343	2593703	4946131
344	2601253	4938611
345	2608765	4931019
346	2616307	4923484
347	2624240	4916679
348	2631081	4907834
349	2635413	4894339
350	2641163	4883518
351	2649568	4877614
352	2657228	4870330
353	2665094	4863420
354	2666796	4845306
355	2674682	4838469
356	2682900	4832227
357	2689891	4823772
358	2697634	4816668
359	2705901	4810491
360	2713750	4803563
361	2721113	4795774
362	2728634	4788264
363	2736486	4781334
364	2744039	4773876
365	2750862	4765155
366	2758439	4757744
367	2766715	4751533
368	2774359	4744229
369	2781786	4736555
370	2789730	4729758
371	2797922	4723373
372	2805601	4716118
373	2812563	4707660
374	2819756	4699594
375	2827890	4693094
376	2835426	4685599
377	2842699	4677670
378	2850281	4670250
379	2857614	4662423
380	2865540	4655563
381	2873058	4648037
382	2881227	4641560
383	2889228	4634804
384	2895903	4625923
385	2903797	4618994
386	2911030	4611012
387	2918115	4602800
388	2926509	4596651
389	2933970	4589030
390	2941364	4581307
391	2949096	4574109
392	2957101	4567329
393	2964211	4559168
394	2968357	4546471
395	2975971	4539108
396	2984246	4532747
397	2991361	4524621
398	2998669	4516793
399	3007160	4510741
400	3015180	4503972
401	3022672	4496413
402	3027704	4485209
403	3030334	4470492
404	3038157	4463466
405	3046044	4456528
406	3053167	4448472
407	3061867	4442709
408	3070811	4437285
409	3079019	4430784
410	3085974	4422479
411	3092850	4414068
412	3100347	4406547
413	3106753	4397482
414	3115532	4391774
415	3122644	4383712
416	3129757	4375656
417	3137436	4368392
418	3145230	4361285
419	3152399	4353314
420	3160370	4346447
421	3166016	4336392
422	3173566	4328954
423	3182144	4322913
424	3190762	4316914
425	3198475	4309683
426	3205963	4302147
427	3212892	4293865
428	3220514	4286511
429	3228405	4279513
430	3235806	4271864
431	3243132	4264118
432	3251152	4257282
433	3258289	4249290
434	3266586	4242807
435	3274206	4235440
436	3278998	4224431
437	3286463	4216877
438	3294515	4210075
439	3298383	4197942
440	3305518	4189988
441	3312522	4181872
442	3319822	4174133
443	3327559	4166943
444	3333820	4157911
445	3341285	4150386
446	3348988	4143155
447	3356943	4136234
448	3364436	4128740
449	3372293	4121691
450	3380314	4114839
451	3388627	4108336
452	3396392	4101162
453	3404298	4094156
454	3411686	4086525
455	3418741	4078498
456	3422373	4066408
457	3430100	4059201
458	3438632	4052941
459	3445961	4045258
460	3454010	4038420
461	3462131	4031659
462	3464718	4018474
463	3472626	4011482
464	3480954	4004969
465	3489384	3998565
466	3496781	3990973
467	3504482	3983728
468	3511856	3976110
469	3515984	3964833
470	3522760	3956561
471	3525045	3943271
472	3532728	3936042
473	3540232	3928612
474	3547523	3920946
475	3554484	3912919
476	3556165	3899108
477	3563529	3891553
478	3571285	3884425
479	3578848	3877086
480	3587173	3870567
481	3594720	3863205
482	3601916	3855468
483	3609451	3848093
484	3616924	3840651
485	3618596	3827075
486	3626568	3820184
487	3634724	3813480
488	3642226	3806089
489	3650110	3799094
490	3657112	3791182
491	3665157	3784349
492	3672839	3777138
493	3677267	3766593
494	3684714	3759153
495	3688981	3748480
496	3695991	3740611
497	3703181	3732926
498	3711051	3725925
499	3719983	3719983
500	3727561	3712680
501	3735005	3705244
502	3739122	3694521
503	3743185	3683769
504	3751117	3676838
505	3758578	3669441
506	3766519	3662512
507	3773776	3654917
508	3778509	3644888
509	3786748	3638248
510	3794986	3631601
511	3798952	3620876
512	3806722	3613789
513	3814304	3606521
514	3821611	3598993
515	3823268	3586167
516	3830541	3578629
517	3838202	3571455
518	3846352	3564731
519	3853655	3557220
520	3856669	3545767
521	3863629	3537959
522	3870868	3530410
523	3878759	3523453
524	3887170	3516964
525	3894710	3509682
526	3902001	3502176
527	3908837	3494263
528	3916208	3486831
529	3923687	3479496
530	3931154	3472149
531	3938520	3464713
532	3946450	3457772
533	3954784	3451178
534	3961932	3443549
535	3964213	3431707
536	3973377	3425835
537	3980816	3418470
538	3989051	3411786
539	3996133	3404113
540	4004134	3397223
541	4011492	3389785
542	4019771	3383122
543	4022716	3371982
544	4030923	3365266
545	4038486	3358009
546	4045572	3350355
547	4053034	3343014
548	4060324	3335530
549	4062010	3323463
550	4069205	3315922
551	4076799	3308707
552	4085410	3302311
553	4092874	3294985
554	4099677	3287128
555	4106963	3279661
556	4114248	3272193
557	4122480	3265477
558	4129586	3257867
559	4137262	3250706
560	4144880	3243497
561	4152634	3236395
562	4160562	3229424
563	4167331	3221554
564	4175182	3214521
565	4178463	3203981
566	4185848	3196600
567	4192944	3188999
568	4200048	3181407
569	4208009	3174463
570	4214889	3166703
571	4217664	3155874
572	4225547	3148880
573	4233034	3141589
574	4239994	3133908
575	4247563	3126679
576	4255366	3119618
577	4263067	3112481
578	4270617	3105232
579	4278409	3098158
580	4286236	3091107
581	4293906	3083939
582	4300871	3076266
583	4308936	3069379
584	4316400	3062062
585	4323888	3054760
586	4327816	3044954
587	4336515	3038510
588	4343861	3031115
589	4349990	3022874
590	4358233	3016104
591	4366133	3009091
592	4369688	2999094
593	4376750	2991516
594	4384461	2984381
595	4392275	2977314
596	4400056	2970222
597	4407995	2963234
598	4414910	2955557
599	4422675	2948450
600	4430455	2941350
601	4438085	2934149
602	4445944	2927097
603	4454403	2920436
604	4461816	2913086
605	4469654	2906012
606	4476314	2898173
607	4483421	2890627
608	4491956	2883998
609	4500559	2877406
610	4508436	2870346
611	4516382	2863327
612	4523998	2856096
613	4531633	2848877
614	4535915	2839556
615	4543674	2832420
616	4550569	2824745
617	4558435	2817673
618	4565813	2810298
619	4568836	2800254
620	4576416	2793014
621	4583687	2785584
622	4591537	2778506
623	4599803	2771676
624	4606883	2764130
625	4615094	2757260
626	4622415	2749857
627	4630284	2742780
628	4637110	2735083
629	4644293	2727600
630	4651904	2720368
631	4659596	2713182
632	4667465	2706097
633	4674902	2698760
634	4682052	2691258
635	4687190	2682605
636	4694812	2675379
637	4702380	2668122
638	4710115	2660957
639	4718070	2653914
640	4725621	2646642
641	4733447	2639523
642	4740994	2632247
643	4748299	2624836
644	4756020	2617654
645	4762507	2609795
646	4770360	2602685
647	4777912	2595409
648	4781859	2586182
649	4786178	2577173
650	4793884	2569993
651	4801430	2562726
652	4804412	2553034
653	4807064	2543187
654	4814846	2536064
655	4822970	2529118
656	4831657	2522463
657	4833354	2512169
658	4840791	2504871
659	4844935	2495875
660	4851683	2488230
661	4857007	2479862
662	4864731	2472721
663	4872316	2465509
664	4880017	2458354
665	4887727	2451202
666	4889385	2441027
667	4896952	2433814
668	4904303	2426494
669	4912606	2419641
670	4920064	2412371
671	4927703	2405188
672	4934208	2397453
673	4942134	2390409
674	4950366	2383509
675	4954095	2374448
676	4957024	2365020
677	4965247	2358126
678	4972743	2350884
679	4980332	2343685
680	4988033	2336538
681	4992993	2328111
682	5001060	2321136
683	5008385	2313815
684	5015861	2306564
685	5016799	2296319
686	5019962	2287115
687	5028291	2280271
688	5034978	2272682
689	5037710	2263319
690	5043643	2255406
691	5052520	2248809
692	5060729	2241910
693	5068952	2235013
694	5076682	2227896
695	5083781	2220502
696	5091495	2213375
697	5099153	2206223
698	5106319	2198858
699	5114249	2191821
700	5121839	2184636
701	5124836	2175500
702	5132901	2168523
703	5139581	2160960
704	5147543	2153936
705	5155503	2146909
706	5163398	2139852
707	5171434	2132851
708	5179012	2125659
709	5186947	2118612
710	5190909	2109947
711	5195709	2101635
712	5202666	2094201
713	5203578	2084346
714	5210427	2076883
715	5215070	2068547
716	5220912	2060695
717	5228613	2053578
718	5233578	2045390
719	5239988	2037773
720	5247032	2030404
721	5253741	2022908
722	5257685	2014355
723	5265083	2007131
724	5269786	1998884
725	5277098	1991632
726	5284484	1984407
727	5292363	1977366
728	5296253	1968840
729	5303884	1961710
730	5311395	1954535
731	5319037	1947407
732	5327002	1940395
733	5334725	1933292
734	5339747	1925215
735	5346989	1917941
736	5349390	1908941
737	5356983	1901801
738	5363885	1894417
739	5371625	1887327
740	5374278	1878459
741	5382001	1871369
742	5388978	1864020
743	5397537	1857217
744	5405493	1850202
745	5412943	1843012
746	5419741	1835601
747	5424711	1827576
748	5432270	1820426
749	5440833	1813611
750	5448912	1806630
751	5456278	1799411
752	5463499	1792144
753	5471335	1785077
754	5479838	1778225
755	5487939	1771239
756	5495871	1764196
757	5503703	1757119
758	5511598	1750059
759	5519952	1743142
760	5521610	1734119
761	5529757	1727142
762	5537683	1720092
763	5542209	1711991
764	5544607	1703245
765	5548207	1694883
766	5556264	1687887
767	5564048	1680806
768	5572895	1674042
769	5578172	1666207
770	5585586	1659013
771	5588769	1650569
772	5591591	1642032
773	5598834	1634801
774	5606521	1627699
775	5614631	1620718
776	5622001	1613521
777	5623657	1604694
778	5630624	1597391
779	5638707	1590404
780	5646448	1583319
781	5648749	1574715
782	5652106	1566420
783	5659866	1559350
784	5667547	1552258
785	5676029	1545382
786	5683896	1538335
787	5690428	1530927
788	5699099	1524093
789	5706561	1516933
790	5714578	1509920
791	5722250	1502813
792	5726701	1494864
793	5734805	1487871
794	5739232	1479927
795	5747219	1472905
796	5754685	1465748
797	5761954	1458539
798	5769763	1451467
799	5773882	1443470
800	5781495	1436351
801	5782425	1427581
802	5790206	1420511
803	5793262	1412287
804	5800435	1405074
805	5802256	1396572
806	5804878	1388279
807	5812870	1381276
808	5820753	1374244
809	5827812	1367017
810	5829746	1358596
811	5837707	1351587
812	5845368	1344506
813	5853097	1337440
814	5860649	1330331
815	5867535	1323071
816	5869130	1314627
817	5876327	1307446
818	5883673	1300298
819	5890339	1293001
820	5897798	1285878
821	5905336	1278771
822	5912555	1271594
823	5915473	1263499
824	5917227	1255169
825	5924398	1247996
826	5931528	1240815
827	5939795	1233870
828	5941511	1225571
829	5948369	1218340
830	5955392	1211144
831	5962812	1204029
832	5969527	1196772
833	5974836	1189235
834	5977109	1181105
835	5984214	1173936
836	5985831	1165699
837	5992996	1158550
838	6000422	1151451
839	6007335	1144254
840	6014530	1137110
841	6017103	1129100
842	6024341	1121971
843	6030810	1114699
844	6038852	1107718
845	6044158	1100236
846	6051372	1093105
847	6055440	1085409
848	6059787	1077771
849	6067404	1070718
850	6075466	1063742
851	6082996	1056670
852	6091380	1049745
853	6095372	1042066
854	6102589	1034942
855	6110301	1027901
856	6117578	1020786
857	6124261	1013572
858	6130792	1006334
859	6138892	999354
860	6145999	992211
861	6153835	985184
862	6159051	977740
863	6160761	969749
864	6168209	962668
865	6172904	955160
866	6180714	948137
867	6188348	941085
868	6194927	933872
869	6203003	926885
870	6210325	919784
871	6217605	912676
872	6219592	904797
873	6226572	897652
874	6234021	890574
875	6241241	883463
876	6248401	876343
877	6256363	869335
878	6264608	862363
879	6271560	855212
880	6277462	847920
881	6284534	840788
882	6291926	833698
883	6299790	826669
884	6307015	819555
885	6308705	811729
886	6311138	804012
887	6318195	796889
888	6326234	789889
889	6334058	782861
890	6342187	775868
891	6348976	768710
892	6356244	761610
893	6363845	754549
894	6372199	747576
895	6379879	740521
896	6387300	733435
897	6394139	726283
898	6401755	719218
899	6409790	712198
900	6416868	705072
901	6424926	698051
902	6433466	691081
903	6435806	683448
904	6443232	676361
905	6451123	669321
906	6459013	662280
907	6466330	655178
908	6473301	648042
909	6481759	641053
910	6489407	633981
911	6497293	626931
912	6504878	619851
913	6512856	612807
914	6520698	605747
915	6524546	598320
916	6526165	590699
917	6534232	583667
918	6541743	576584
919	6548240	569412
920	6551785	561988
921	6559925	554961
922	6566844	547829
923	6574344	540746
924	6581835	533662
925	6584476	526189
926	6591385	519062
927	6599619	512039
928	6606535	504912
929	6612955	497749
930	6621085	490714
931	6629282	483681
932	6637275	476631
933	6644621	469534
934	6646406	462049
935	6654257	454991
936	6661824	447913
937	6669691	440853
938	6671458	433396
939	6678811	426307
940	6685791	419194
941	6693262	412111
942	6700762	405030
943	6708405	397956
944	6716274	390894
945	6725443	383904
946	6733670	376858
947	6741566	369790
948	6748650	362677
949	6756382	355599
950	6758718	348241
951	6766422	341164
952	6773972	334078
953	6782196	327024
954	6789417	319920
955	6796430	312806
956	6799030	305494
957	6803028	298253
958	6809942	291144
959	6817614	284067
960	6824504	276956
961	6831523	269852
962	6839626	262789
963	6840631	255459
964	6847216	248344
965	6853508	241220
966	6860814	234133
967	6868889	227070
968	6876107	219978
969	6883793	212900
970	6891732	205829
971	6899179	198741
972	6907270	191671
973	6914818	184584
974	6922261	177493
975	6925406	170296
976	6932735	163206
977	6940658	156129
978	6948528	149049
979	6956496	141969
980	6957829	134759
981	6965589	127678
982	6972578	120583
983	6979694	113490
984	6982739	106336
985	6989871	99247
986	6998445	92178
987	7006459	85098
988	7013976	78011
989	7021489	70924
990	7023274	63783
991	7030410	56696
992	7032092	49571
993	7035366	42467
994	7042844	35391
995	7050501	28315
996	7057403	21235
997	7064846	14158
998	7071988	7079
999	7080117	0
